;;;;;;;;Обозначение;Наименование;
;;;;;;;;РУК1-20.00.000 ТБ5;Система управления мостового крана;
Устройство;Место;Поз. обозначение;Контакт;Физический адрес;Логический адрес;Cостояние сигнала при наступлении события;Код сигнала;Наименование сигнала;Подключенное устройство;Id pin
;;;;;;;;Шкаф блока сбора данных 2 (мост, канал А);;0
;;;;;;;;Дискретные входные сигналы;;0
=СУМК;+БСДМ1-А;-A1.A2;1;CH0;I4.0;0;;Дверь открыта в БСДМ2-А (A31-SQ1);=СУМК+БСДМ1-А-K1:11;500361
=СУМК;+БСДМ1-А;-A1.A2;2;CH1;I4.1;0;102SQ11;Срабатывание тормоза 102YB1;=СУМК+БСДМ1-А-K2:11;500362
=СУМК;+БСДМ1-А;-A1.A2;3;CH2;I4.2;0;;Блок питания G1 в БСДМ2-А неисправен (A31-G1);=СУМК+БСДМ1-А-K3:11;500363
=СУМК;+БСДМ1-А;-A1.A2;4;CH3;I4.3;0;102SQ21;Срабатывание тормоза 102YB2;=СУМК+БСДМ1-А-K4:11;500364
=СУМК;+БСДМ1-А;-A1.A2;5;CH4;I4.4;0;230SQ1;Предконечное положение тележки к СУЗ;=СУМК+БСДМ1-А-K5:11;500365
=СУМК;+БСДМ1-А;-A1.A2;6;CH5;I4.5;0;102SQ31;Срабатывание тормоза 102YB3;=СУМК+БСДМ1-А-K6:11;500366
=СУМК;+БСДМ1-А;-A1.A2;7;CH6;I4.6;0;230SQ2;Предконечное положение тележки от СУЗ;=СУМК+БСДМ1-А-K7:11;500367
=СУМК;+БСДМ1-А;-A1.A2;8;CH7;I4.7;0;102SQ41;Срабатывание тормоза 102YB4;=СУМК+БСДМ1-А-K8:11;500368
=СУМК;+БСДМ1-А;-A1.A2;11;CH8;I5.0;0;130SQ1;Предконечное положение моста за Р1;=СУМК+БСДМ1-А-K9:11;500371
=СУМК;+БСДМ1-А;-A1.A2;12;CH9;I5.1;0;130SQ2;Предконечное положение моста за Р2;=СУМК+БСДМ1-А-K10:11;500372
=СУМК;+БСДМ1-А;-A1.A2;13;CH10;I5.2;;;Резерв;=СУМК+БСДМ1-А-K11:11;500373
=СУМК;+БСДМ1-А;-A1.A2;14;CH11;I5.3;;;Резерв;=СУМК+БСДМ1-А-K12:11;500374
=СУМК;+БСДМ1-А;-A1.A2;15;CH12;I5.4;;;Резерв;=СУМК+БСДМ1-А-K13:11;500375
=СУМК;+БСДМ1-А;-A1.A2;16;CH13;I5.5;;;Резерв;=СУМК+БСДМ1-А-K14:11;500376
=СУМК;+БСДМ1-А;-A1.A2;17;CH14;I5.6;;;Резерв;=СУМК+БСДМ1-А-K15:11;500377
=СУМК;+БСДМ1-А;-A1.A2;18;CH15;I5.7;;;Резерв;=СУМК+БСДМ1-А-K16:11;500378
=СУМК;+БСДМ1-А;-A1.A2;21;CH16;I6.0;;;Резерв;=СУМК+БСДМ1-А-K17:11;500381
=СУМК;+БСДМ1-А;-A1.A2;22;CH17;I6.1;;;Резерв;=СУМК+БСДМ1-А-K18:11;500382
=СУМК;+БСДМ1-А;-A1.A2;23;CH18;I6.2;;;Резерв;=СУМК+БСДМ1-А-K19:11;500383
=СУМК;+БСДМ1-А;-A1.A2;24;CH19;I6.3;;;Резерв;=СУМК+БСДМ1-А-K20:11;500384
=СУМК;+БСДМ1-А;-A1.A2;25;CH20;I6.4;;;Резерв;=СУМК+БСДМ1-А-K21:11;500385
=СУМК;+БСДМ1-А;-A1.A2;26;CH21;I6.5;;;Резерв;=СУМК+БСДМ1-А-K22:11;500386
=СУМК;+БСДМ1-А;-A1.A2;27;CH22;I6.6;;;Резерв;=СУМК+БСДМ1-А-K23:11;500387
=СУМК;+БСДМ1-А;-A1.A2;28;CH23;I6.7;;;Резерв;=СУМК+БСДМ1-А-K24:11;500388
=СУМК;+БСДМ1-А;-A1.A2;31;CH24;I7.0;;;Резерв;=СУМК+БСДМ1-А-K25:11;500391
=СУМК;+БСДМ1-А;-A1.A2;32;CH25;I7.1;;;Резерв;=СУМК+БСДМ1-А-K26:11;500392
=СУМК;+БСДМ1-А;-A1.A2;33;CH26;I7.2;;;Резерв;=СУМК+БСДМ1-А-K27:11;500393
=СУМК;+БСДМ1-А;-A1.A2;34;CH27;I7.3;;;Резерв;=СУМК+БСДМ1-А-K28:11;500394
=СУМК;+БСДМ1-А;-A1.A2;35;CH28;I7.4;;;Резерв;=СУМК+БСДМ1-А-K29:11;500395
=СУМК;+БСДМ1-А;-A1.A2;36;CH29;I7.5;;;Резерв;=СУМК+БСДМ1-А-K30:11;500396
=СУМК;+БСДМ1-А;-A1.A2;37;CH30;I7.6;;;Резерв;=СУМК+БСДМ1-А-K31:11;500397
=СУМК;+БСДМ1-А;-A1.A2;38;CH31;I7.7;;;Резерв;=СУМК+БСДМ1-А-K32:11;500398
=СУМК;+БСДМ1-А;-A1.A4;1;CH0;I8.0;;;Резерв;=СУМК+БСДМ1-А-KZ1:12;500441
